,carat,cut,color,clarity,depth,table,x,price
11642,1.54,Ideal,G,VVS1,60.8,57,7.49,16316
11643,1.34,Ideal,E,VVS2,62.6,54,7.05,14593
11644,0.32,Premium,G,SI1,61.6,58,4.4,612
11645,0.6,Very Good,G,VVS1,60,58,5.53,2485
11646,1.01,Premium,D,SI2,61.5,56,6.46,4805
11647,0.9,Fair,G,SI1,65.4,57,6.04,3145
11648,1.5,Good,D,VS2,64.1,54,7.17,13232
11649,0.79,Good,H,SI2,59.2,58,6.05,2346
11650,1.16,Ideal,D,VS2,62.1,57,6.7,8038
11651,0.3,Premium,H,VVS1,61.3,58,4.32,761
11652,0.47,Ideal,D,VVS1,62.1,55,4.98,2460
11653,0.58,Premium,F,SI1,61,57,5.41,1634
11654,0.43,Good,F,SI1,63.8,57,4.82,948
11655,1.2,Ideal,D,SI1,61.1,56,6.86,9317
11656,0.24,Premium,D,VVS1,61.5,60,4,710
11657,1.68,Ideal,G,VS2,62.1,55,7.64,10838
11658,0.36,Very Good,G,VS1,61.8,56,4.57,741
11659,1.5,Premium,I,SI1,62,62,7.35,8736
11660,1.01,Premium,E,SI1,62.4,58,6.42,4480
11661,1.02,Premium,G,VVS1,63,58,6.43,7797
11662,0.8,Ideal,E,VS2,61.4,55,5.96,3192
11663,0.7,Fair,G,I1,67.5,55,5.59,1069
11664,0.55,Premium,F,VS2,62.2,58,5.26,1698
11665,1.01,Good,G,SI1,63.3,59,6.24,4781
11666,0.26,Ideal,G,SI1,62.2,54,4.11,394
11667,0.9,Premium,E,VS2,58,61,6.45,4385
11668,0.36,Ideal,E,VVS2,61.9,55,4.57,998
11669,0.64,Ideal,G,VVS1,61.9,56,5.53,2766
11670,1.56,Premium,G,VS1,60.9,58,7.49,14139
11671,0.3,Ideal,H,SI1,62.1,56,4.29,450
11672,0.72,Premium,D,SI1,62.6,54,5.78,3048
11673,0.72,Ideal,F,VS1,61.4,56,5.75,3759
11674,0.41,Good,H,VVS1,62.6,62,4.7,892
11675,0.5,Premium,E,VS2,61.4,58,5.12,1746
11676,0.44,Very Good,J,VS1,63.1,57,4.87,891
11677,0.34,Premium,H,SI1,62.1,59,4.46,477
11678,0.9,Ideal,D,VS2,61.2,56,6.2,6689
11679,2.01,Premium,H,SI1,60.2,58,8.06,14502
11680,1.03,Fair,E,SI1,65.1,58,6.35,5624
11681,0.96,Very Good,I,SI2,62.7,58,6.2,3286
11682,0.52,Ideal,E,VVS2,61.8,56,5.15,2430
11683,0.71,Ideal,H,VS1,62.2,57,5.66,2559
11684,0.35,Premium,E,VS2,62.1,59,4.49,984
11685,0.7,Ideal,F,SI2,62,55,5.69,2259
11686,0.62,Very Good,E,VS1,60.1,56,5.56,2147
11687,0.7,Very Good,H,VVS1,63.5,58,5.63,2682
11688,0.41,Ideal,I,VVS2,62.3,56,4.77,1061
11689,1.61,Ideal,G,SI1,62.4,55,7.51,11859
11690,1.13,Ideal,E,SI1,62.2,55,6.69,6682
11691,0.26,Very Good,E,VVS2,60.8,61,4.12,564
11692,0.9,Good,G,VS2,63.6,59,6.04,4093
11693,0.4,Ideal,D,VS2,61.3,56,4.79,1050
11694,0.3,Ideal,E,VVS2,61.3,54,4.34,837
11695,0.71,Ideal,G,SI1,62.1,54,5.72,2513
11696,0.43,Ideal,G,SI1,,57,4.84,790
11697,0.75,Ideal,D,VS2,61.7,55,5.82,3625
11698,1,Good,E,SI1,62.4,59,6.35,4936
11699,1,Premium,E,SI1,61,61,6.45,4805
11700,0.4,Ideal,D,VS1,62.3,56,4.74,1059
11701,0.36,Ideal,D,VS1,61.7,55,4.58,1094
11702,1.02,Premium,G,VS1,62,59,6.45,6238
11703,0.42,Ideal,J,VS1,62.7,57,4.75,723
11704,0.46,Ideal,F,SI2,62.1,54.7,4.95,851
11705,0.57,Very Good,G,VS2,62.1,57,5.27,1608
11706,0.9,Ideal,E,SI1,61.9,54,6.19,5373
11707,0.33,Premium,E,VS2,61,60,4.42,723
11708,0.33,Very Good,D,SI2,63.4,56,4.43,631
11709,0.3,Ideal,D,VVS2,61.7,55,4.33,814
11710,0.36,Premium,E,VS2,62.3,58,4.55,1013
11711,0.83,Fair,I,VS2,64.9,58,5.9,2577
11712,1.08,Premium,F,SI2,62.3,58,6.55,4414
11713,0.4,Ideal,E,SI1,61.8,56,4.74,945
11714,1.7,Premium,I,VS2,62.2,58,7.6,11781
11715,0.71,Ideal,D,VS2,60.9,56,5.76,4029
11716,0.61,Very Good,E,SI1,62.2,60,5.44,1983
11717,1.01,Very Good,E,SI1,62.8,60,6.38,5132
11718,1.18,Very Good,E,SI2,62.5,60,6.7,5088
11719,0.34,Ideal,D,VS1,61.3,56,4.5,742
11720,0.9,Very Good,G,SI1,63.1,59,6.15,3669
11721,1.07,Ideal,E,SI2,61.6,55,6.62,4564
11722,0.79,Very Good,H,SI2,63.2,55,5.93,2348
11723,0.5,Ideal,F,SI1,61,56,5.15,1286
11724,1,Premium,F,VS2,,55,6.38,5864
11725,2.03,Very Good,G,SI1,61.7,54,8.07,18507
11726,0.7,Premium,D,VS1,62.5,59,5.69,3365
11727,0.39,Ideal,E,VVS2,62.1,54.6,4.67,1100
11728,1.2,Very Good,H,SI1,62.5,59,6.66,6019
11729,0.9,Good,E,SI1,63.9,57,6.12,3795
11730,0.32,Ideal,F,VVS1,61.5,56,4.39,803
11731,0.76,Ideal,F,IF,59.6,58,5.95,4596
11732,1.03,Very Good,H,SI2,60.9,57,6.5,4101
11733,0.32,Premium,F,VVS1,61.3,58,4.37,926
11734,0.3,Ideal,E,VVS2,61.9,59,4.27,766
11735,1.53,Very Good,H,SI1,61.3,56,7.42,10446
11736,0.6,Good,G,SI1,65.3,56,5.21,1350
11737,1.01,Good,G,SI1,63.1,55,6.31,4064
11738,1.18,Very Good,J,SI2,63.5,57,6.68,4294
11739,0.51,Ideal,D,SI1,,57,5.11,1548
11740,0.72,Very Good,G,SI1,62.4,59,5.67,2482
11741,1.13,Good,G,I1,63.4,58,6.58,3127
11742,1.27,Very Good,F,SI2,61,61,6.95,5330
11743,2.01,Premium,I,SI1,61,60,8.16,12617
11744,0.91,Good,G,VS1,63.2,58,6.07,4284
11745,1.01,Very Good,G,VS1,59.3,57,6.55,7451
11746,0.52,Good,G,SI1,64.3,61,5.01,1147
11747,0.9,Premium,E,VS2,59.5,58,6.33,5312
11748,0.37,Premium,E,VS2,61,59,4.6,692
11749,0.9,Ideal,E,VVS2,62.8,54,6.11,7286
11750,0.3,Good,G,SI1,63.8,56,4.3,574
11751,1.56,Ideal,H,SI2,62.4,55,7.39,9081
11752,0.5,Good,D,VS1,64.3,54,5.02,1795
11753,1.08,Premium,H,VS2,62.1,58,6.63,5250
11754,2.02,Very Good,J,VS2,62.6,58,8.03,13499
11755,1.01,Very Good,G,IF,61.1,56,6.45,9063
11756,0.7,Ideal,D,SI2,62,57,5.68,2415
11757,0.3,Ideal,F,IF,60.8,57,4.34,873
11758,1.2,Very Good,I,SI1,63.1,58,6.72,4838
11759,1.15,Premium,G,VS2,61.5,58,6.76,6492
11760,0.8,Very Good,H,VS2,62.8,57,5.87,2808
11761,1.52,Very Good,F,VS2,62.9,53.3,7.31,15649
11762,0.71,Premium,I,SI1,61.7,56,5.73,1774
11763,1.01,Very Good,H,SI2,63.4,57,6.39,3592
11764,1.01,Good,E,SI2,63.3,58,6.37,4355
11765,0.7,Very Good,D,SI2,60.9,60,5.68,1990
11766,1,Premium,F,SI1,61.6,61,6.37,5292
11767,0.35,Ideal,G,SI1,61.8,55,4.54,503
11768,0.7,Premium,F,VS2,60.6,58,5.8,2822
11769,0.53,Ideal,F,VS1,62.3,55,5.18,1812
11770,1.21,Premium,H,VS2,60.8,58,6.91,6710
11771,1,Very Good,G,VVS2,64.9,57,6.21,6818
11772,0.41,Ideal,D,VS1,61,57,4.78,1151
11773,0.71,Very Good,G,SI1,63.2,58,5.68,2147
11774,1.52,Premium,J,VS1,62.5,58,7.37,9014
11775,0.54,Premium,D,SI1,60,58,5.26,1551
11776,1.41,Very Good,H,SI1,62.6,59,7.08,8283
11777,0.6,Ideal,H,SI2,61.7,54,5.44,1250
11778,1.11,Good,J,SI1,63.6,58,6.57,3916
11779,1.21,Good,I,VS2,64.1,61,6.7,5028
11780,0.31,Very Good,G,SI1,63,58,4.3,462
11781,1.01,Good,I,SI1,61.7,58,6.33,4171
11782,0.39,Good,F,SI1,63.3,54,4.62,718
11783,0.53,Good,D,SI1,63.8,56,5.16,1636
11784,0.41,Premium,E,VS1,60.6,59,4.8,1153
11785,0.3,Ideal,E,VVS1,61.8,56,4.3,895
11786,0.34,Ideal,F,SI1,59.4,57,4.58,630
11787,0.31,Premium,G,VS1,60.4,59,4.41,695
11788,0.34,Ideal,E,SI1,60.7,56,4.51,596
11789,0.41,Ideal,E,VS1,61.7,57,4.8,1153
11790,0.58,Ideal,J,VS1,61.9,58,5.31,1324
11791,0.35,Premium,G,IF,,60,4.54,1044
11792,0.52,Ideal,G,VVS2,60.9,56,5.22,1858
11793,0.41,Premium,D,VVS2,61.8,58,4.75,1295
11794,0.33,Very Good,D,SI1,60,59,4.47,608
11795,0.41,Good,E,VVS1,64.1,55,4.68,1228
11796,1.06,Ideal,D,VVS2,62,57,6.52,11837
11797,0.42,Ideal,G,IF,61.5,56,4.84,1289
11798,0.9,Premium,E,SI2,62.2,60,6.15,3662
11799,0.5,Ideal,H,SI1,61.3,54,5.12,1666
11800,0.38,Ideal,F,VVS1,61.1,57,4.71,1160
11801,1.25,Ideal,J,VS2,62.6,54,6.94,5067
11802,2.01,Premium,I,SI2,62.6,56,8.1,13833
11803,0.32,Ideal,G,VVS2,61.5,57,4.39,730
11804,1.21,Ideal,D,VS1,61,57,6.88,10335
11805,1.32,Very Good,H,SI2,63,59,6.91,6085
11806,0.32,Ideal,G,IF,,55,4.41,918
11807,1.09,Premium,G,VS1,62.5,59,6.57,6951
11808,0.57,Ideal,G,VVS2,61.7,54,5.41,2206
11809,0.41,Very Good,D,VS2,62.1,53,4.78,912
11810,0.5,Ideal,E,VS2,,55,5.12,1614
11811,1.05,Ideal,G,VS1,62.2,57,6.49,7357
11812,0.3,Very Good,G,IF,63,53,4.24,895
11813,0.7,Premium,F,SI1,61.6,58,5.73,2463
11814,0.71,Very Good,J,VS2,62.1,58,5.71,1675
11815,1.01,Very Good,F,SI1,60.8,59,6.49,4869
11816,1.5,Premium,F,VS2,61.1,58,7.36,14199
11817,0.31,Very Good,F,VS1,59.7,55,4.42,679
11818,1.3,Premium,J,VVS2,62.9,60,6.91,6405
11819,0.32,Ideal,G,VVS1,60.8,56,4.44,1080
11820,0.7,Good,D,VVS2,63.3,54,5.6,3267
11821,1.01,Very Good,E,VS2,63.1,60,6.3,6335
11822,0.72,Good,G,SI2,63.7,59,5.74,2333
11823,1.01,Very Good,E,VS1,57.7,62,6.57,8668
11824,0.3,Fair,F,VS2,65.4,55,4.25,776
11825,1.21,Very Good,H,SI1,63.5,58,6.73,4944
11826,0.47,Premium,G,SI1,62.7,58,4.97,931
11827,0.38,Ideal,E,VVS1,61.5,56,4.67,1154
11828,1.09,Ideal,E,SI2,59.4,57,6.74,3760
11829,1.97,Premium,F,SI2,61.1,58,8.11,14542
11830,1.01,Premium,G,SI1,63,58,6.35,4525
11831,1.14,Ideal,F,VVS1,62.2,56,6.69,11844
11832,0.7,Very Good,F,SI1,60.6,58,5.73,2231
11833,0.4,Ideal,G,SI2,61.8,56,4.75,654
11834,0.31,Ideal,G,IF,61.2,55,4.4,891
11835,1,Premium,F,SI1,62.7,59,6.36,5197
11836,1.28,Ideal,F,VS1,61.5,55,6.98,12061
11837,0.55,Premium,D,SI1,60.7,58,5.3,1819
11838,0.51,Ideal,F,VVS2,61.9,56,5.09,2098
11839,0.43,Very Good,E,SI1,63.2,57,4.84,948
11840,0.23,Very Good,E,VVS2,61.2,60,3.97,505
11841,0.49,Premium,H,VS2,59.6,62,5.17,965
11842,0.28,Very Good,E,VVS2,59.1,59,4.27,642
11843,0.35,Ideal,E,VVS1,61.8,56,4.5,905
11844,1.12,Premium,H,SI2,62.1,56,6.7,4014
11845,0.53,Very Good,D,VS1,60.5,58,5.27,2170
11846,1.15,Premium,H,SI2,61.6,60,6.72,4743
11847,0.3,Premium,F,VS2,,59,4.32,776
11848,0.3,Premium,G,VVS2,62.9,55,4.28,878
11849,1.01,Premium,F,SI2,61.7,60,6.36,4533
11850,1.01,Very Good,D,VVS2,59.8,57,6.49,10499
11851,0.7,Very Good,F,VS2,61.7,63,5.61,2737
11852,0.36,Premium,F,SI1,61.1,60,4.62,616
11853,1.01,Premium,F,VS1,61.7,58,6.4,7372
11854,1.52,Very Good,J,VS2,63.5,58,7.28,7504
11855,0.7,Premium,G,VS1,61,59,5.68,2512
11856,1.52,Premium,I,SI1,61.2,60,7.41,8299
11857,1.01,Good,H,VS2,64.3,58,6.27,4489
11858,1.21,Ideal,H,VS1,62.7,56,6.79,6784
11859,0.93,Ideal,D,SI1,61.6,57,6.27,4724
11860,0.34,Ideal,I,SI1,61.9,57,4.52,589
11861,0.41,Ideal,E,VVS2,62,55,4.73,918
11862,0.3,Ideal,E,VS2,61.8,56,4.32,844
11863,0.6,Ideal,F,VS1,62.9,57,5.35,2142
11864,0.3,Very Good,I,SI2,63.3,56,4.3,450
11865,0.84,Ideal,G,VS2,62,55,6.07,3936
11866,1.26,Premium,J,VS2,62.1,58,6.9,5015
11867,1.02,Premium,F,SI2,60,60,6.57,4284
11868,0.82,Premium,F,SI2,60.3,57,6.07,2723
11869,0.71,Very Good,G,SI1,62.4,57,5.66,2206
11870,0.36,Ideal,E,VS1,61.7,56,4.58,1094
11871,0.7,Ideal,F,SI1,62.1,55,5.68,2409
11872,1.2,Good,G,VS2,57.8,59,7.06,8032
11873,0.4,Very Good,D,SI1,60,56,4.82,708
11874,1,Very Good,F,VS2,62.7,56,6.29,5759
11875,1.82,Fair,H,I1,67.3,58,7.5,5993
11876,1.5,Very Good,G,VVS1,63.3,58,7.19,14842
11877,1.03,Premium,H,VS2,63,59,6.47,5364
11878,1.7,Ideal,H,VS2,62.2,57,7.63,13632
11879,0.35,Ideal,J,IF,61.8,55,4.54,569
11880,0.81,Very Good,G,VVS2,63.5,55,5.9,3981
11881,2.11,Premium,H,SI2,61,58,8.31,13233
11882,0.52,Ideal,D,VS1,62.1,57,5.13,1914
11883,0.73,Ideal,G,VVS2,61,56,5.82,3783
11884,0.27,Very Good,E,VVS1,62.4,55,4.18,591
11885,0.4,Good,I,VS1,63.8,55,4.69,945
11886,0.31,Good,H,VVS2,63.7,55,4.32,802
11887,1.33,Ideal,H,SI1,60.1,57,7.14,7742
11888,1,Very Good,G,SI2,62.8,57,6.31,4207
11889,0.79,Premium,F,SI2,62.2,57,5.94,2555
11890,0.33,Ideal,G,VVS2,62.6,53,4.45,901
11891,0.3,Ideal,I,VS1,62.2,53.9,4.29,486
11892,1.71,Ideal,G,VS1,61.4,57,7.72,17204
11893,0.27,Very Good,E,VS1,61.9,59,4.16,470
11894,0.8,Ideal,D,SI1,62.2,57,5.89,3011
11895,0.9,Premium,F,SI1,61.4,55,6.18,4435
11896,0.7,Fair,I,VS2,66.1,56,5.53,1814
11897,1.01,Good,G,SI1,62.8,58,6.36,4641
11898,0.38,Ideal,D,VVS1,,56,4.63,1400
11899,1.06,Very Good,G,VS2,60.1,58,6.64,6212
11900,0.8,Very Good,E,SI2,62.4,55,5.88,2623
11901,1.5,Very Good,I,VVS2,63.3,58,7.24,9828
11902,0.71,Premium,F,SI1,62.3,60,5.68,2458
11903,1,Ideal,E,SI1,,54.2,6.32,5728
11904,2.01,Ideal,J,SI1,62.7,56,8.08,12209
11905,0.39,Premium,G,SI1,61.7,57,4.77,854
11906,2.06,Premium,I,SI1,60.9,61,8.32,14488
11907,0.75,Very Good,H,SI2,60.4,60,5.89,2106
11908,1.05,Ideal,G,VS2,62.8,57,6.49,6604
11909,0.81,Very Good,I,VS2,62.6,59.7,5.86,2444
11910,1.04,Very Good,G,VS1,63.1,57,6.39,6669
11911,0.37,Premium,E,VVS2,60.9,59,4.61,844
11912,0.3,Very Good,J,VS1,62.7,59,4.24,394
11913,0.24,Very Good,E,VVS2,63.4,57,3.95,485
11914,0.9,Very Good,E,SI2,58.7,63,6.23,2930
11915,0.91,Ideal,H,SI2,60.6,57,6.3,3854
11916,0.31,Premium,F,VVS1,59.4,58,4.41,766
11917,0.3,Ideal,F,IF,60,59,4.37,873
11918,0.3,Ideal,D,SI2,61.1,55,4.32,447
11919,0.23,Very Good,E,VVS2,61.9,60,3.93,505
11920,0.72,Ideal,D,VS2,62.8,57,5.68,3179
11921,0.75,Premium,F,VS2,59.6,59,6.04,2835
11922,0.71,Premium,D,SI1,61.4,58,5.75,2913
11923,2,Good,D,SI2,63.8,57,7.93,10528
11924,0.31,Ideal,F,VS2,61.6,55,4.36,625
11925,0.72,Ideal,H,VVS1,62.2,56,5.72,2946
11926,1.07,Ideal,E,VVS2,61.7,57,6.55,10104
11927,0.32,Very Good,I,VVS2,63,57,4.33,561
11928,1.77,Premium,I,VS1,,58,7.76,13085
11929,0.26,Very Good,D,VVS2,62.8,60,4.01,554
11930,0.31,Premium,G,SI1,61.8,58,4.35,553
11931,0.32,Premium,H,SI1,60.9,60,4.4,461
11932,0.32,Ideal,E,IF,61.9,56,4.4,1095
11933,0.34,Premium,I,VVS1,61.9,58,4.52,803
11934,1,Ideal,G,SI1,62.4,56,6.41,4956
11935,0.35,Very Good,F,VVS1,61.6,56,4.53,966
11936,1.56,Very Good,H,VS1,63.9,57,7.3,11804
11937,1.5,Good,D,SI1,63.1,57,7.24,11756
11938,0.73,Very Good,D,SI2,60.4,59,5.8,2703
11939,0.34,Ideal,E,VS2,62.6,57,4.47,956
11940,0.31,Ideal,G,VVS2,61.7,57,4.36,671
11941,0.3,Very Good,F,SI1,62.9,57,4.25,500
11942,1.7,Ideal,H,SI2,61.9,59,7.59,9864
11943,0.52,Ideal,F,VS2,60.3,57,5.2,1429
11944,2.5,Fair,J,SI2,66.9,58,8.36,14652
11945,1.03,Ideal,G,VVS2,61.6,57,6.51,8020
11946,0.72,Premium,F,SI1,59.3,60,5.91,2030
11947,1.57,Premium,G,VS1,59.9,56,7.6,14180
11948,0.5,Very Good,E,SI2,62.4,57,5.03,1154
11949,2.01,Premium,H,SI2,62.3,58,8.06,15773
11950,0.52,Good,G,VS2,63.3,57,5.09,1349
11951,0.43,Ideal,F,IF,61.5,56,4.89,1580
11952,1.21,Very Good,J,SI1,61.6,59,6.8,4990
11953,0.3,Ideal,H,VS2,61.9,54.6,4.27,486
11954,0.52,Ideal,D,SI2,62.5,56,5.12,1385
11955,0.5,Ideal,J,VS2,61.7,57,5.09,875
11956,0.33,Ideal,G,VVS2,61.3,56,4.46,730
11957,0.39,Premium,F,VVS1,59.7,58,4.73,1232
11958,0.3,Premium,E,IF,61,59,4.33,1097
11959,1.1,Good,F,SI2,63.7,58,6.48,3918
11960,0.42,Very Good,D,SI1,60.8,59,4.82,810
11961,0.51,Ideal,H,VS1,62.7,54,5.12,1438
11962,0.53,Premium,I,VS1,62.3,58,5.26,1383
11963,1.25,Ideal,G,IF,60.2,54,6.99,11511
11964,0.32,Very Good,H,VS2,62.3,57,4.37,505
11965,1.74,Premium,I,SI2,62.2,58,7.65,7858
11966,1.51,Ideal,G,SI1,62.9,57,7.3,11255
11967,0.7,Ideal,F,SI2,62.1,57,5.65,2398
11968,0.37,Ideal,E,VS2,61.9,53,4.62,811
11969,1.01,Good,F,SI2,56.9,60,6.68,4077
11970,1.2,Premium,H,SI2,60.8,59,6.8,4301
11971,0.55,Premium,D,SI1,60.5,60,5.3,1698
11972,1.51,Very Good,I,SI1,63,59,7.26,8758
11973,0.9,Good,J,VS2,64,61,6.04,2822
11974,0.7,Very Good,E,VS2,62.8,57,5.66,2553
11975,0.58,Ideal,F,VS2,61.8,57,5.39,2401
11976,1.01,Good,E,SI1,63.3,55,6.37,5499
11977,0.27,Ideal,G,VS1,62.3,53,4.16,527
11978,0.7,Very Good,G,SI1,62.5,60,5.64,2042
11979,0.3,Premium,H,SI2,61.9,60,4.29,485
11980,0.35,Ideal,G,VS2,61.3,56,4.54,646
11981,1.03,Ideal,G,VS1,62.2,59,6.48,7211
11982,0.9,Very Good,D,VS1,60.3,58,6.23,5331
11983,0.32,Premium,D,SI1,62.2,60,4.37,706
11984,2.01,Ideal,I,SI1,62.4,54,8.04,12617
11985,1.01,Very Good,I,SI1,63.2,54,6.41,4525
11986,0.75,Very Good,I,SI1,59.1,58,5.87,2180
11987,0.5,Premium,E,VS2,59.3,62,5.25,1684
11988,0.9,Very Good,H,SI1,62.8,58,6.13,3437
11989,0.7,Very Good,E,SI1,63.5,58,5.65,2592
11990,2.02,Fair,J,SI2,64.6,55,7.93,9853
11991,1.12,Ideal,E,VVS1,61.5,56,6.7,14407
11992,0.34,Ideal,G,VS2,61.8,56,4.48,596
11993,0.54,Ideal,G,VVS2,61.2,56,5.25,1914
11994,0.3,Ideal,G,VVS1,61.7,57,4.32,1013
11995,0.31,Ideal,E,VVS1,61,57,4.33,924
11996,0.33,Ideal,D,VS2,62.6,56,4.39,781
11997,0.38,Good,E,VVS1,62.4,64,4.59,904
11998,1.01,Very Good,D,VS2,59.8,60,6.46,7487
11999,0.32,Good,G,VS1,63.2,55,4.37,645
12000,0.41,Ideal,F,VS2,61.8,56,4.76,863
12001,0.32,Ideal,F,VVS2,60.4,57,4.46,829
12002,1.01,Premium,G,SI1,60,58,6.54,5204
12003,0.7,Fair,J,VS2,64.6,58,5.58,1672
12004,0.3,Very Good,D,VS2,62.8,57,4.29,710
12005,0.3,Very Good,H,VVS1,61.3,61,4.26,684
12006,1.62,Ideal,E,VS2,61.4,57,7.54,16358
12007,1.01,Ideal,E,SI1,60.8,56,6.53,6346
12008,1.52,Premium,H,VS1,61.4,58,7.3,11516
12009,0.31,Ideal,I,VVS1,62,54,4.34,571
12010,2.08,Good,I,SI2,57,63,8.49,11313
12011,0.4,Ideal,D,VVS2,61.4,56,4.8,1152
12012,0.33,Ideal,E,SI1,62.5,55,4.42,579
12013,1.37,Ideal,I,VS2,61.3,56,7.15,7500
12014,0.42,Ideal,E,VS2,62.1,56,4.77,958
12015,1.5,Very Good,E,VS2,62.1,60,7.27,14256
12016,0.41,Premium,G,VS1,62.1,60,4.78,961
12017,0.39,Ideal,G,SI1,61,55,4.75,675
12018,0.7,Very Good,G,VS1,59.3,62,5.74,2473
12019,1.54,Ideal,F,VS1,60.5,56,7.52,17949
12020,0.7,Ideal,G,VS1,60.6,57,5.75,2535
12021,1.73,Ideal,J,SI1,62.6,57,7.69,6927
12022,1.51,Premium,H,VS2,61.5,58,7.45,10548
12023,0.54,Ideal,H,VS2,61.6,55,5.23,1453
12024,0.36,Very Good,I,VS1,60.9,61,4.58,568
12025,0.71,Premium,F,SI2,59.6,59,5.79,2409
12026,1.66,Premium,J,VVS2,62.6,59,7.58,10062
12027,0.92,Ideal,H,VS1,60.9,57,6.33,4328
12028,0.33,Ideal,E,VVS1,61.8,57,4.43,1052
12029,1.02,Premium,H,VS2,61.2,58,6.47,5217
12030,0.34,Fair,F,VVS1,55.2,59,4.72,1040
12031,0.9,Good,I,VVS1,63.6,58,6.14,4114
12032,2.01,Premium,D,SI2,61.8,59,8.15,17235
12033,0.31,Premium,F,VS2,59.7,60,4.42,802
12034,0.3,Ideal,G,VS1,62,56,4.29,624
12035,1.52,Premium,G,VS1,61.4,58,7.38,13034
12036,0.75,Ideal,E,VS2,61.9,57,5.81,3435
12037,2.1,Ideal,I,SI1,60.8,60,8.24,17250
12038,1.51,Very Good,G,VS1,61.8,57,7.31,13348
12039,2.01,Good,G,SI1,63.1,59,7.98,18572
12040,0.52,Ideal,F,VS1,62.5,57,5.17,1707
12041,1.05,Very Good,J,SI2,63.2,56,6.49,2789
12042,1.03,Premium,H,SI2,62.3,59,6.42,4078
12043,0.79,Ideal,E,VS2,62.2,55,5.97,3861
12044,0.39,Ideal,E,IF,61.1,57,4.73,1333
12045,1.02,Very Good,H,SI1,59.9,58,6.57,5131
12046,1.51,Premium,G,VS1,62.6,60,7.28,14507
12047,1.29,Very Good,I,VS2,61.3,58,6.98,6099
12048,1.11,Ideal,H,SI1,62.3,55,6.7,5456
12049,1,Good,D,SI2,62.8,61,6.31,4520
12050,0.5,Ideal,E,SI1,61.8,56,5.11,1617
12051,0.33,Ideal,H,SI2,61.4,56,4.85,554
12052,0.47,Ideal,G,SI2,62.4,55,4.96,784
12053,0.77,Ideal,F,VS1,62.5,57,5.88,3357
12054,0.3,Very Good,G,VS1,63.4,58,4.25,776
12055,0.76,Premium,H,SI1,59.8,57,5.93,2227
12056,1.01,Ideal,G,VVS2,62.5,56,6.38,7941
12057,0.42,Premium,F,SI1,60.6,61,4.87,926
12058,0.3,Ideal,D,VS1,61.8,56,4.3,661
12059,0.73,Premium,G,VS2,60.7,58,5.82,2746
12060,0.58,Very Good,F,VS1,61.5,60,5.32,2001
12061,0.73,Ideal,E,SI1,60.1,56,5.91,2661
12062,0.93,Premium,F,SI2,60,60,6.36,3333
12063,0.6,Very Good,I,VVS2,63.7,57.4,5.36,1565
12064,0.91,Very Good,G,SI2,63.3,57,6.12,3282
12065,0.71,Ideal,E,SI1,61.3,55,5.72,2792
12066,1.52,Very Good,F,VVS2,63.7,57,7.28,16786
12067,0.41,Premium,E,SI1,58.8,62,4.87,852
12068,1.21,Premium,E,SI2,61.7,59,6.83,5920
12069,0.55,Ideal,G,VS2,61.8,55,5.25,1715
12070,0.73,Premium,I,VVS2,61.5,58,5.78,2519
12071,0.41,Premium,F,VS2,60.3,58,4.8,863
12072,0.56,Ideal,E,SI1,60.9,56,5.32,1580
12073,1.12,Ideal,H,SI1,62.8,55,6.66,5863
12074,0.45,Premium,E,SI1,62.8,58,4.88,1091
12075,1.02,Premium,G,SI2,61.8,58,6.47,3496
12076,0.36,Premium,F,SI1,61.9,59,4.54,770
12077,0.5,Very Good,H,VS2,63,55,5.05,1209
12078,1.01,Premium,G,SI1,62.2,58,6.42,5006
12079,1.17,Premium,J,SI1,61.9,58,6.77,4423
12080,0.3,Ideal,D,VS1,61.9,54.1,4.28,817
12081,0.31,Premium,H,VVS1,61.9,58,4.34,907
12082,0.9,Premium,F,SI1,62.5,62,6.11,3881
12083,0.51,Very Good,G,VS2,62.7,57,5.05,1438
12084,0.65,Ideal,D,VS2,61.6,57,5.55,2402
12085,0.5,Ideal,I,VVS2,60.5,57,5.14,1640
12086,0.41,Very Good,D,SI1,63,57,4.64,717
12087,0.33,Ideal,H,SI1,60.6,56,4.46,564
12088,1.01,Premium,E,SI1,62,61,6.42,5311
12089,0.71,Good,E,SI2,58.7,61,5.73,2226
12090,0.4,Premium,G,SI1,61.4,60,4.67,702
12091,1.01,Premium,F,VS2,60.9,58,6.47,6446
12092,0.3,Very Good,E,VS2,62,58,4.26,658
12093,2,Premium,G,SI2,62.9,58,7.98,13420
12094,1.23,Premium,F,VS1,60.8,58,6.94,9471
12095,0.46,Ideal,H,IF,62.2,55,4.94,1450
12096,0.41,Ideal,D,VVS1,,56,4.77,1413
12097,0.3,Very Good,E,VVS2,60,55,4.36,837
12098,1.2,Premium,H,VS2,62.4,59,6.73,6416
12099,0.55,Very Good,I,SI1,63.6,57,5.15,1149
12100,1.02,Good,I,SI2,57.1,62,6.66,3342
12101,1,Good,D,SI2,64.5,59,6.25,4541
12102,0.9,Very Good,E,SI1,62.5,60,6.09,3748
12103,0.71,Premium,E,SI1,62.2,58,5.74,2743
12104,1.22,Premium,J,SI2,62.6,59,6.79,3156
12105,1.02,Very Good,G,VS2,61.9,54,6.45,6569
